ID,description,subject,title,runtime
ffhb0039 ,Dan Chenowetch is interviewed about why he smokes and where he has seen smoking locations regulated.,tobacco; cigarette; secondhand smoke; addiction; bans; flavors; brands; craving;,Interview with smoker Dan Chenowhich,0:20:41
ffxh0257,Deposition of Jeff Kilper in RE: National Prescription Opiate Litigation; in 4 parts,lawsuit; legal activity; litigation; opioids; sales; marketing; ,"Deposition of Jeff Kilper, Senior Director for Finance for Specialty Generics",1:07:17
fghb0039,"Camel Cigarettes infomercial on why their cigarettes are superior based on taste, quality tobacco, and efficiency. People became hooked on the Camel cigarette because Camel gave out free cigarettes or gave out deals on Camel cigarettes.",tobacco; cigarette; marketing;,Camel Cigarettes informercial,00:20:51
fgxh0257,"Deposition of Mark Trudeau in Re: State of Rhode Island v Purdue Pharma LP, et al; in 9 parts",lawsuit; legal activity; litigation; opioids; sales; marketing; ,"Deposition of Mark Trudeau, President and CEO",0:52:40
fhfk0146,CNN debate on the ban of smoking on Airplanes. Ban is put in place because of health concerns. ,tobacco; cigarette;secondhand smoke; closed environment;,CNN Crossfire debate on smoking in public,0:26:20
fhgb0191,Compilation of ads for children to say no to smoking.,tobacco; cigarette; youth access; PSA; children; future;,Think. Don't Smoke. ad campaign compilation,0:34:02
fhhb0039,RJ Reynolds tobacco company board discusses advertising Tobacco products. Ads can not have an appeal to youth. Free sample cigarettes are given if the person is over 21 year old.,tobacco; cigarette; advertise; appeal;,RJ Reynolds Tobacco board meeting on advertisment,0:15:07
fhhh0100,Compilation of ads for Camel cigarettes. Ads were performed by working class people and athletes who claimed they smoke to relax. ,tobacco; cigarette; break; relief;,Camel cigarette advertisment compilation,0:27:35
fhhj0223,ABC7 news report on stopping the youth from accessing tobacco products. The organization behind stopping youth access to tobacco is called We Card. We Card is dedicated to stopping youth access by giving vendors posters that display age 21 or over and displaying ID required.,tobacco; cigarette; youth; regulation;,ABC 7 news report: WeCard,0:09:08
fhkv0183,error code 224003,tobacco; cigarette;,"""FOLLOW THE LEADER-ENGLISH"" ZYRA-9334 YOUTH SMOKING PREVENTION PHILIP MORRIS USA 990900",
fhwm0256,Video clip of interview with prescriber discussing their recall of a sales presentation on prescription opioids.,opioids; coupon program; efficacy; sales and marketing;,Opiod prescriber interview,0:01:35
fjbg0182,error code 224003,tobacco; cigarette;  ,YAMS (YOUNG ADULT MEN) AD EXPLORATION COMPOSITE TAPE 950100,
fjhb0039,Standup comedy show with ads inbetween explaining why Winston cigarettes are the best brand.,tobacco; cigarette;quality; advertising;,Winston No Bull comedy break,0:17:38
fjnj0229,Animation modeling the process of producing a cigarette in a factory.,tobacco; cigarette;,Cigarette Production animation,0:01:47
fkhb0039,News report on the increase of teen smokers.,tobacco; cigarette; peer pressure; addiction; advertisment;,A Closer Look with Faith Daniels on teen smoking,0:28:46
flhb0039,Winston cigarettes video on how they make their cigarettes safer and high quality compared to other cigarettes. ,tobacco; cigarette; filter; taste;,R.J. Reynolds tobacco comapnyresearch and development of cigarettes,0:09:11
flwk0146,CBS news report on phillip morris cigarettes advertising that smoking is financially ok. Smoking is cultural and is an economic staple to the US. ,tobacco; cigarette; cost; culture;,"CBS This Morning Interview Guy Smith, Vice President of Philip Morris International",0:08:04
fmpj0015,RJ Reynolds press conference on their advertising of tobacco and how it affects youth. The Joe Camel logo for Camel cigarettes comes off as a cartoon and appealing to children.,tobacco; cigarette; appeal; advertise; youth;,RJ Reynolds Nabisco press conference on advertisment and the effect on children,0:23:34
fndh0182,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,ARCHIVE LOCATION VARIANCE SHEET,
fngp0190,Surgeon general's report on the relationship between smoking and health.,tobacco; cigarette; money; freedom,ABC news report on surgeon general smoking report,0:02:14
fnkp0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,MARLBORO RACING VIDEO MODULES FOR REGION 1 MEETING,
fnpj0015,Coady Miller explains what influenced him to smoke. The secondhand smoke bothered him at first but he eventually gave in to cigarettes and smokes so he does not deal with the smoke. The flavor is also appealing to him.,tobacco; cigarette; secondhand smoke; flavor; filter,Interview with Coady Miller on why he began to smoke,0:26:42
fnyk0094,"RJ Reynolds new cigarette is designed to be not as toxic as traditional smoking. Instead of using tobacco, the flavor comes from beads made of plastic. Although the cigarettes don't produce as much smoke, they still produce toxic fumes from the aluminum and plastic in the cigarette.",tobacco; cigarette; fumes; toxic; smoke; flavor,ABC Evening News report on RJ Reynolds smokeless cigarette,00:03:03
fpgl0191,"Representative Henry Waxman asks RJ Reynolds Tobacco representative, James Johnston about the number of deathes related to smoking.",tobacco; cigarette; health; death;,James Johnston in court discussing the health of cigarettes,00:02:32
fpnh0063,Lorillard is losing money because of payments to 40 states for the cost of care. Multiple settlements relating to smoker's health has set back finances. Other tobacco companies are bleeding money due to health concerns around smoking.,tobacco; cigarette;  health; cost; profit;,Lorillard Tobacco company financial report,00:33:23
fqdh0182,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,ARCHIVE LOCATION VARIANCE SHEET,
fqgl0191,Cigarettes with less tobacco are found to have a small effect on the amount of nicotine consumed. People buy more low nicotine cigarettes and end up ingesting the same amount of nicotine as they would on normal cigarettes.,tobacco; cigarette; low dose;,Low nicotine cigarette report.,00:00:23
fqgp0190,NBC news report intro ,tobacco; cigarette;,Video NBC Smoking and Health Clip - Introduction,00:00:24
fqwc0072,RJ Reynolds and Nabisco is splitting up into seperate companies. Split is happening because of multiple settlements related to cigarettes happened between RJ Reynolds and states.,tobacco; cigarette; settlement; finance;,News report on RJ Reynolds Tobacco and Nabisco,00:07:29
frdv0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,MARLBORO 940000 - 980000 TV/C POOL,
frgp0190,News report on the subtileness of smoking advertising in the public.,tobacco; cigarette; advertise; health;,Face the Nation with Joseph Cullman ,00:26:36
fsfp0190,"Philip Morris tobacco company is selling ""safer cigarettes"" with the claim that there is little to no nicotine in their new de-nicotined cigarettes. However, it was found that the cigarettes are found to be just as addictive and harmful to health with the nicotine levels being compareable to normal cigarettes or even more extreme than normal cigarettes.",tobacco; cigarette; nicotine; addiction; health; unhealthy;,"CBS news report on ""safer cigarette""",00:01:46
fsph0257,Report on how opiods are distributed and the addiction rate of patients. Tips on how to get off of opiod addiction.,addiction; opiod; patient; distribution ,Teva Pharmaceuticals video on opiods,00:31:27
ftgb0039,Camel cigarettes compilation of ads claiming to be great because of the flavor.,tobacco; cigarette; mild flavor; taste,Camel cigarettes comericials,00:30:09
fxdh0182,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,THE BRAVO GROUP - CLIENT PHILIP MORRIS PRODUCT - YOUTH SMOKING PREVENTION.'FATHER KNOWS BEST' TITLE - 'FOLLOW THE LEADER' LEGAL AND CREATIVE TRANSLATION S1438A BRAVO 920600.,
fxgb0191,Marlboro commercial selling marlboro red and marlboro 100 cigarettes to the public because of taste and lasting cigarettes.,tobacco; cigarette;  taste; time;,Marlboro Commercial,00:00:40
fxhb0039,Focus group discusses that they don't like cigarettes if they are stale. The stale cigarette has a bitter taste which puts people off.,tobacco; cigarette; taste; freshness;,Focus group discussing what they don't like about cigarettes.,0:05:10
fxxb0079,RJ Reynolds smokeless cigarette claims to be better for health because of plastic inside. The cigarettes taste bad to people and the cigarettes are being used to ingest other drugs like cocaine.,tobacco; cigarette; health; ingestion; fumes;,NIGHTLINE report on RJ reynolds smokeless cigarette.,00:23:40
fygb0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,RANDKAMMES I 831021 / 831020,
fygl0191,"HIghlights that colors on cigarette packaging is deceptive and comes off as safe, but is actually harmful.",tobacco; cigarette; color; appeal;,QUIT SMOKING ad.,00:00:15
fygp0190,Demonstrates the use of cigarettes in a safe manner.,tobacco; cigarette; safe;,I Love Lucy with cigarettes,00:02:05
fyhb0039,Video on what's in the eclipse cigarette and what makes customers like it.,tobacco; cigarette; filter; taste;,ECLIPSE CIGARETTE information,00:19:50
fypj0015,Advertisement on Eclipse's new glycerine cigarette. Made to be healthy but there aren't many benefits.,tobacco; cigarette; glycerine; health; filter;,Eclipse cigarette infomercial,00:09:36
fywv0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,970000 TAPE,
fzgb0039,Interview with cigarette smoker on why she smokes and what made her enjoy the cigarette,tobacco; cigarette; taste; relief; socialize;,RJ REYNOLDS TOBACCO COMPANY interview with smoker,00:29:51
fzgp0190,Introduction to the show Face the Nation,tobacco; cigarette;  ,Video Face the Nation intro for report on smoking,00:00:19
fzgv0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"OPINION LEADERS FOCUS GROUP FREDERICK SCHNEIDER TUESDAY, 991221 JRA - PHILADELPHIA NUMBER 99-1686 8:00 PM",
fzhh0257,Deposition of Deanna Stacy Chick in RE: National Prescription Opiate Litigation; in 5 parts,lawsuit; legal activity; litigation; opioids; sales; marketing; ,"Deposition of Deanna Stacy Chick, Vice President of Specialty Sales",00:58:49
fzwb0044,"Philip Morris tobacco company demonstrates how they lure in customers with freebies like wristband, lighters, hats, and t shirts.",tobacco; cigarette; lure; quality; fun;,Philip Morris Tobacco pop up convention,00:07:54
gfhb0039,"Two smokers are interviewed on why they smoke and where they have seen smoking regulated. They said the relief and flavor is what they like about smoking. They have seen smoking regulated in public spaces, restaurants, and airports.",tobacco; cigarette;<a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,Interview with two smokers,00:17:31
gfxh0257,Deposition of Arthur Morelli in RE: National Prescription Opiate Litigation; in 5 parts,lawsuit; legal activity; litigation; opioids; sales; marketing;,"Deposition of Arthur Morelli, Vice President for Medical Affairs",01:24:09
gghb0039,RJ Reynolds chairman explains how the company is going to get more customers to stop their bleeding profits.,tobacco; cigarette; profit; clients,RJ REYNOLDS TOBACCO COMPANY management meeting ,00:23:05
ggxh0257,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,lawsuit; legal activity; litigation; opioids; sales; marketing;,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",01:12:34
ghfk0146,"Live callers express their views and ask questions about smoking on the live TV network C-SPAN. Questions about the harmfulness of smoking, effects of smoking, and what to do about smoking. People are concerned about the byproducts of cigarettes and how it harms health.",tobacco; cigarette; secondhand smoke; fumes; public space;,C-SPAN live caller episode on smoking,01:30:59
ghgb0191,Compilation of ads targeted at the youth to not smoke because it affects health.,tobacco; cigarette; health;,YSP TELEVISION ADS in Spanish,00:04:05
ghhb0039,"Winston select cigarettes are compared to Marlboro cigarettes through a boxing match. Winston claims to be the better company through taste, appeal to the young generation, and better sales.",tobacco; cigarette; sales; profit; generation;,WINSTON SELECT LIGHTS vs MARLBORO cigarettes boxing match comparison,00:12:42
ghhh0100,Compilation of Camel cigarette ads claiming to be the best because of great quality and great taste.,tobacco; cigarette; taste; quality;,Camel Cigarettes ad compilation ,00:26:58
ghhj0223,Philip Morris ad for youth to say no to smoking. ,tobacco; cigarette; youth; safety;,Philip Morris counseling ad for youth to not smoke,00:05:43
ghkv0183,error code 224003,tobacco; cigarette; ,"PHILIP MORRIS YOUTH SMOKING PREVENTION ""DJ""",
ghwm0256,Interview with prescriber/physician discussing drug costs after attending a presentation.,opioids; interview; physician; sales and marketing,Dr Robert - Opiod Prescriber interview,00:01:57
ghxb0079,RJ Reynolds holds a press conference explaining what happens with secondhand smoke,tobacco; cigarette; secondhand smoke;,R.J. REYNOLDS TOBACCO COMPANY SECOND HAND SMOKE NEWS CONFERENCE ,00:06:24
gjhb0039,Eclipse cigarettes shows off their new cigarette that emits less smoke. The cigarettes use a carbon tip that heats the tobacco instead of directly igniting the tobacco.,tobacco; cigarette; secondhand smoke; ash tray; carbon tip;,Eclipse Smokeless cigarettes,00:12:58
gjhv0183,error code 224003,tobacco; cigarette;  ,"PHILIP MORRIS / YOUNG & RUBICAM YOUTH SMOKING PREVENTION 991102 ""ON THE BEACH"" : 30 ""FOLLOW THE LEADER"" : 30 ENGLISH ""FATHER KNOWS BEST"" : 30 SPANISH ""DJ"" : 30 ROUGH CUT ""TEN O'CLOCK"" : 30 ""ADVICE"" : 30",
gjmg0182,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"LEO BURNETT PROJECT THUNNER - ""PROJECT THUNNER VIDEO"" PROGRAM IS ON TWICE",
gjnj0229,Shows the amount of smoke produced in a puff of smoke from a cigarette.,tobacco; cigarette; smoke;,Cigarette smoke production.,00:00:06
gkch0182,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,MARLBORO 'GHOST HERD' :60 'ROPE DANCE' :60,
gkdv0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,PHILIP MORRIS INC. OSHA HISTORY 940405 - PRESENT 960429 RUNS 9:45,
gkhb0039,Premier cigarettes shows off their new cigarette with better flavor and less smoke.,tobacco; cigarette; flavor; smoke;,Premier cigarettes new cigarette showcase.,00:04:19
gkhv0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"""THE MARLBORO STORY"" W/ DISCLAIMER",
gldh0182,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,THE BRAVO GROUP.CLIENT PHILIP MORRIS.TITLE - FATHER KNOWS BEST,
glhb0039,Tobacco companies are under scrutiny for the side effects of smoking. The states also determine that nicotine is addictive and a cause for smoking addictions.,tobacco; cigarette; addiction; health;,ABC Day One news report on cigarette companies,00:14:47
glpj0015,Eclipse cigarettes shows off their new cigarette that emits less smoke. The cigarettes use a carbon tip that heats the tobacco instead of directly igniting the tobacco.,tobacco; cigarette; secondhand smoke; ash tray; carbon tip;,Eclipse Smokeless cigarettes,00:13:47
gmpj0015,"Jame Johnston, head of RJ Reynolds tobacco is under fire for the health effects of smoking. It was believed that he knew that smoking was harmful and did nothing about it.",tobacco; cigarette; health; nicotine;,RJ Reynolds Press conference for the health of smoking,00:23:38
gmwk0146,The government wants to tax cigarettes for one dollar each pack. The idea is to raise the cost to deter people from buying cigarettes in an effort for better health. ,tobacco; cigarette; health; profit;,ABC WORLD NEWS THIS MORNING report on cigarette tax.,00:02:45
gnhb0039,"NBC news report that there is an increase in teen smoking which is due to increased advertising. The tobacco companies claim that they don't want teens smoking, but at the same time, teen smokers increase the tobacco company's profit margins.",tobacco; cigarette; health; teens; adiction;,TOM BROKAW SPECIAL REPORT NBC NEWS. RUNNING TIME 0:04:39.,00:04:32
gnpj0015,Carol Funches smokes Eclipse cigarettes because she likes the flavor and the fact that there are no ashes.,tobacco; cigarette; flavor; ash; quality;,Carol Funches interview on why she smokes,00:17:00
gpgl0191,Audio cuts off at 3 minutes ,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,Nightline report on lung cancer from smoking,00:31:22
,,tobacco; cigarette;<a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,PT01751.mp4,
gpnh0063,RJ Reynolds' CFO goes over states and cities where they are losing money and gaining money.,tobacco; cigarette; finances; profit;,RJ Reynolds financial report,00:30:15
gqgl0191,Tests are conducted on a daily smoker to determine if the person's lungs are healthy based on an exhale.,tobacco; cigarette; health; breathing;,Daily smoker's health analysis,00:01:59
grfy0038,Philip Morris tobacco is under examination for the amount of smokers that have poor health because of smoking. The board of Philip Morris believes they will prevail against the cases against them.,tobacco; cigarette; health; lawsuits;,Philip Morris board discussion on smoker's health.,00:11:59
grgp0190,Benson and Hedge cigarettes run an ad during the Jim Nabors Hour,tobacco; cigarette; advertising;,Benson and Hedge cigarette ad in the Jim Nabors Hour,
grgv0183,Error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"OPINION LEADERS FOCUS GROUP FREDERICK SCHNEIDER TUESDAY, 991221 JRA - PHILADELPHIA NUMBER 99-1686 6:00 PM",
grhb0039,"Presentation on the RJ Reynolds premier cigarette which is said to be more expensive, but better for health. RJ Reynolds denies that cigarettes are bad for health. Cuts off at 20 minutes.",tobacco; cigarette; health; profit; ,RJ Reynolds Premier cigarette presentation,
gsbg0182,Error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"PHILIP MORRIS U.S.A. ""DAVE BERAN ADDRESS - STATE OF THE BUSINESS, NATIONAL LEVEL"" 951222 RUNNING TIME: 10:28",
gsgp0190,Video is frozen,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,No Title,00:00:32
gtfb0183,Error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,CARE FOR A SMOKE,
gtgb0039,Camel cigarette ads explaining why Camel cigarettes are the best option. Claims made on flavor and mildness.,tobacco; cigarette;mild;,Camel cigarette advertisment compilation,00:25:55
gtgp0190,Dr. Wakeham doesn't believe his doctor's advice on not smoking.,tobacco; cigarette; health;,Dr. Wakeham Video,00:01:03
gxdh0182,Error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,FATHER KNOWS BEST' EMOTIONAL 'FATHER KNOWS BEST' ORIGINAL. 'FOLLOW THE LEADER' SPANISH VERS. 1 AND SPANISH VERS. 2 AND ENGLISH.,
gxgb0191,Marlboro advertisement for cigarette product.,tobacco; cigarette; taste;,Marlboro ad,00:00:38
gxhb0039,Compilation of RJ Reynolds cigarette ads.,tobacco; cigarette; ad; taste;,R.J. REYNOLDS TOBACCO COMPANY OLD COMMERCIALS ,00:06:04
gxwk0146,"Report on the amount of teens smoking and why it is bad. Teen smoking is bad because it's harmful to health and at a younger age, it's hard to break the addiction.",tobacco; cigarette; addiction; health;,MACNEIL/LEHRER NEWSHOUR: TEEN SMOKING,00:09:27
gygl0191,"Cullman, beleives that if there are harmful cigarette ingredients, he can cut them out.",tobacco; cigarette; health;,Cullman on Face the Nation,00:00:11
gyhb0039,"New Eclipse cigarette ads claim to have 90% less secondhand smoke, taste better, and contain less ash.",tobacco; cigarette; fumes; secondhand smoke; taste;,New ECLIPSE cigarette ad,00:12:58
gyhv0183,Error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,RETURN TO THE POS ZONE - OUTSTANDING PREMIUM BRANDS' PHILIP MORRIS USA 950000 MERIT VIRGINIA SLIMS PARLIAMENT,
gykh0182,Error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,AUDIO OF 86 MKT 2 W / ALL PRINCIPLES,
gywv0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,EMPLOYEE VIDEO ON FDA CHARGES AGAINST PHILIP MORRIS,
gzgb0039,RJ Reynolds finds what cigarettes people have smoked and what they like and don't like about them.,tobacco; cigarette; secondhand smoke; taste,RJ REYNOLDS TOBACCO COMPANY PERSONAL SELLING SESSION,00:09:57
gzgp0190,Cullman wants to clear his company of any wrongdoings related to health.,tobacco; cigarette; ingredients;,"Video Face the Nation, ""We have shown responsibility"" clip",00:00:33
gzhh0257,Deposition of Christopher Clark in RE: National Prescription Opiate Litigation; in 6 parts,lawsuit; legal activity; litigation; opioids; sales; marketing; <a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"Deposition of Christopher Clark, Specialty Sales",
gzwb0044,Benson and Hedges sets up a booth at a concert to advertise cigarettes.,tobacco; cigarette; ad; ,Benson and Hedges booth at concert,00:30:10
hfhb0039,Teressa Baren is interviewed about why she smokes and where he has seen smoking locations regulated.,tobacco; cigarette;<a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,Teressa Baren interview,00:19:56
hfjw0178,Teens discuss what discourages them from smoking and what they don't like about smoking.,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,TVO WHAT: IFS ADS OR BUTS (29 MINUTES),00:33:09
hfxh0257,Deposition of Kate Neely in RE: National Prescription Opiate Litigation. Takes about the sales of opiods that did not work.,lawsuit; legal activity; litigation; opioids; sales; marketing;,"Deposition of Kate Muhlenkamp Neely, Product Manager",01:08:40
hgbc0084,Experiment on how long a cigarette lasts and the amount of smoke produced,tobacco; cigarette;cigarette analysis; research activity;,CENTER FLOW HEATER W/ TOBACCO,00:08:48
hgfk0146,ACVA Atlantic investigates RJ Reynolds cigarettes for the amount of smoke produced. ACVA Atlantic found nothing wrong with the amount of smoke produced.,tobacco; cigarette; smoke;,KENTUCKIANA SUNDAY news ,00:03:03
hggk0184,Ads of phillip morris tobacco. Ads claim that phillip morris is the best because of the mild flavor.,tobacco; cigarette; mild flavor; filter,Phillip Morris ad compilation,1:49:22
hghb0039,Winston cigarette salesman tries to offer winston cigarettes to other people claiming better taste and a high quality roll.,tobacco; cigarette; taste; quality;,Winston cigarettes ad ,00:25:42
hghj0223,Phillip Morris company speaks about their recent lawsuits and how they are successfully settling the lawsuits.,tobacco; cigarette;,PHILIP MORRIS COMPANIES INC. LITIGATION VIDEO,01:00:36
hgkh0182,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,DUPE. 860000 MKT BOD,
hgxh0257,"Deposition of Kevin Vorderstrasse in Re: Barry Staubus, et al., v. Purdue Pharma. Kevin Vorderstrasse explains his involvement in opiod sales",lawsuit; legal activity; litigation; opioids; sales; marketing; ,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",01:09:13
hhgb0191,Ad to encourage smoking marlboro because of taste,tobacco; cigarette; taste; filter,MARLBORO ad,00:01:00
hhhb0039,RJ Reynolds goes over their process of selecting ingredients for cigarettes such as tobacco.,tobacco; cigarette; quality; taste;,RJ Reynolds video on ingredients ,00:25:21
hhhh0100,Camel cigarette ads explaining why Camel cigarettes are the best option. Claims made on flavor and mildness.,tobacco; cigarette; taste; flavor; mild;,CAMEL TELEVISION COMMERCIALS ON VIDEOTAPE. ,00:25:25
hhhj0223,Information on the we card which is designed to stop youth from smoking.,tobacco; cigarette; youth;,WE CARD STORY',00:09:10
hhkv0183,error code 224003,tobacco; cigarette;  ,"Y&R / PHILIP MORRIS USA YOUTH SMOKING PREVENTION ""KARATE GIRL"" ZYRA 9363 0:30 20000119",
hhwm0256,Opioid prescriber explains that opioid users are always constipated.,opioids; physician interview; sales and marketing; constipation ,Opiod tolerence,00:00:18
hjgv0183,error code 224003,tobacco; cigarette;,MARLBORO GRIDIRON PROMOTIONAL VIDEO,
hjnj0229,Lab worker loads material onto a syringe plunger.,tobacco; cigarette;,LOADING GRIDS ONTO PLUNGER,00:02:37
hjxb0079,RJ Reynolds partners with celebrities to campaign for the youth not to smoke,tobacco; cigarette; youth;,YOUTH NONSMOKING CAMPAIGN DANNY GLOVER.,00:05:58
hkdv0183,error code 224003,tobacco; cigarette; ,"""SMOKING ROOM"" INTERNATIONAL WORLD NEWS CABLE NEWS NETWORK 980611 5:00 - 5:30 AM ET 2:51",
hkhb0039,Winston cigarette salesman tries to offer winston cigarettes to other people claiming better taste and a high quality roll.,tobacco; cigarette; marketing; quality; taste;,WINSTON PERSONAL SELLING ,0:23:36
hkxb0079,Danny Glover makes a campaign for youth to say no to smoking.,tobacco; cigarette; smoking; youth;, SUPPORT THE LAW NO LOGOS,00:08:08
hldh0182,error code 224003,tobacco; cigarette; ,PHILIP MORRIS - YOUTH SMOKING PREVENTION 7 SPOTS.SEE INSERT FOR TITLES.,
hlmc0097,People discuss whether or not smoking is right in public places. Is it right to make places designated for smoking or not?,tobacco; cigarette;<a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"WHO'S LIFE IS IT? KING 5 TV THREE PART ISSUES. PRIVACY LEGISLATION, IS IT NECESSARY?",00:20:15
hmhb0039,Tobacco representative gives her testimony on clerks selling cigarretes to underage people.,tobacco; cigarette;<a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,TESTIMONY PRINT INTERVIEW. RUNNING TIME 0:22:10.,00:21:08
hmxb0079,Winston cigarette compares their cigarettes to race car driving. There's no bs just quality cigarettes.,tobacco; cigarette; quality; taste;,"OFFICIAL THUNDER THEATER WINSTON CUP VIDEO ""OUR SPORT IS NO BULL, JUST LIKE OUR SMOKES"". ",00:08:46
hngp0190,Cigarette companies are discreditting the surgeon general's report on smoking.,tobacco; cigarette; health,Video NBC News Story on smoking,00:02:53
hnhb0039,RJ Reynolds tobacco holds a seminar on how they can increase cigarette sales.,tobacco; cigarette; profit; sales;,1987 (19870000) INNOVATION SEMINAR 0:22:10.,00:22:01
hnng0182,Kenneth Houghtan talks about his experience working for RJ Reynolds tobacco,tobacco; cigarette; profit; sales;,DEPOSITION OF KENNETH HOUGHTAN,01:10:45
hnpj0015,Eclipse cigarette ad displaying how less smoke and less fumes are emitted from the cigarette,tobacco; cigarette; secondhand smoke; fumes; public space;,Cigarettes in the household,00:14:09
hnwv0183,error code 224003,tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,TOBACCO USE SOCIAL IMAGES,
hpgl0191,Winston cigarettes spokesperson tries to discredit the surgeon general's report by saying winston cigarettes don't harm health based on their scientists research.,tobacco; cigarette;<a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,Winston cigarettes spokesperson on the news.,00:10:07
hphb0039,Compilation of Salem cigarette ads in Japanese,tobacco; cigarette;,Japanese Salem Cigarette ads,00:06:04
hphm0180,error code 224003,tobacco; cigarette;  ,WHITE HOSE P.C. 000823,
